iter	Passed	Remaining
1670	23189	4565
1671	23203	4551
1672	23217	4538
1673	23231	4524
1674	23245	4510
1675	23259	4496
1676	23273	4482
1677	23287	4468
1678	23301	4454
1679	23315	4440
1680	23329	4427
1681	23344	4413
1682	23358	4399
1683	23371	4385
1684	23385	4371
1685	23399	4357
1686	23414	4344
1687	23428	4330
1688	23442	4316
1689	23456	4302
1690	23470	4288
1691	23484	4274
1692	23498	4261
1693	23512	4247
1694	23526	4233
1695	23540	4219
1696	23554	4205
1697	23568	4191
1698	23582	4177
1699	23596	4164
1700	23610	4150
1701	23624	4136
1702	23638	4122
1703	23653	4108
1704	23667	4094
1705	23681	4081
1706	23695	4067
1707	23709	4053
1708	23723	4039
1709	23737	4025
1710	23751	4011
1711	23765	3998
1712	23780	3984
1713	23794	3970
1714	23808	3956
1715	23822	3942
1716	23836	3928
1717	23850	3914
1718	23864	3900
1719	23877	3887
1720	23892	3873
1721	23906	3859
1722	23923	3846
1723	23938	3832
1724	23952	3818
1725	23968	3804
1726	23981	3790
1727	23995	3777
1728	24009	3763
1729	24023	3749
1730	24037	3735
1731	24051	3721
1732	24065	3707
1733	24079	3693
1734	24092	3679
1735	24106	3666
1736	24120	3652
1737	24134	3638
1738	24148	3624
1739	24163	3610
1740	24178	3596
1741	24193	3583
1742	24208	3569
1743	24223	3555
1744	24238	3542
1745	24253	3528
1746	24268	3514
1747	24283	3500
1748	24298	3487
1749	24312	3473
1750	24327	3459
1751	24341	3445
1752	24356	3431
1753	24371	3418
1754	24386	3404
1755	24401	3390
1756	24416	3376
1757	24430	3363
1758	24445	3349
1759	24459	3335
1760	24474	3321
1761	24490	3307
1762	24505	3294
1763	24519	3280
1764	24534	3266
1765	24549	3252
1766	24564	3239
1767	24579	3225
1768	24594	3211
1769	24608	3197
1770	24623	3183
1771	24638	3170
1772	24653	3156
1773	24667	3142
1774	24682	3128
1775	24697	3115
1776	24712	3101
1777	24729	3087
1778	24743	3073
1779	24759	3060
1780	24773	3046
1781	24787	3032
1782	24801	3018
1783	24815	3004
1784	24832	2991
1785	24847	2977
1786	24862	2963
1787	24877	2949
1788	24891	2935
1789	24906	2922
1790	24921	2908
1791	24936	2894
1792	24951	2880
1793	24966	2866
1794	24980	2852
1795	24995	2839
1796	25010	2825
1797	25024	2811
1798	25041	2797
1799	25056	2784
1800	25072	2770
1801	25087	2756
1802	25110	2743
1803	25131	2730
1804	25148	2716
1805	25165	2703
1806	25182	2689
1807	25199	2676
1808	25215	2662
1809	25232	2648
1810	25248	2635
1811	25265	2621
1812	25281	2607
1813	25297	2593
1814	25313	2580
1815	25328	2566
1816	25342	2552
1817	25356	2538
1818	25376	2525
1819	25393	2511
1820	25410	2497
1821	25427	2484
1822	25444	2470
1823	25460	2456
1824	25478	2443
1825	25494	2429
1826	25511	2415
1827	25527	2401
1828	25544	2388
1829	25561	2374
1830	25577	2360
1831	25678	2354
1832	25705	2341
1833	25749	2330
1834	25763	2316
1835	25777	2302
1836	25791	2288
1837	25804	2274
1838	25818	2260
1839	25832	2246
1840	25845	2232
1841	25859	2218
1842	25873	2204
1843	25887	2190
1844	25901	2175
1845	25916	2162
1846	25931	2148
1847	25947	2134
1848	25961	2120
1849	25975	2106
1850	25989	2092
1851	26003	2078
1852	26018	2064
1853	26032	2050
1854	26046	2035
1855	26060	2021
1856	26073	2007
1857	26087	1993
1858	26102	1979
1859	26121	1966
1860	26143	1952
1861	26164	1939
1862	26180	1925
1863	26197	1911
1864	26214	1897
1865	26230	1883
1866	26247	1869
1867	26263	1855
1868	26279	1841
1869	26295	1827
1870	26311	1814
1871	26329	1800
1872	26346	1786
1873	26360	1772
1874	26375	1758
1875	26390	1744
1876	26407	1730
1877	26424	1716
1878	26440	1702
1879	26457	1688
1880	26475	1674
1881	26492	1661
1882	26508	1647
1883	26524	1633
1884	26540	1619
1885	26556	1605
1886	26572	1591
1887	26588	1577
1888	26604	1563
1889	26620	1549
1890	26642	1535
1891	26662	1521
1892	26679	1508
1893	26696	1494
1894	26712	1480
1895	26728	1466
1896	26745	1452
1897	26762	1438
1898	26780	1424
1899	26796	1410
1900	26814	1396
1901	26833	1382
1902	26849	1368
1903	26865	1354
1904	26881	1340
1905	26897	1326
1906	26913	1312
1907	26932	1298
1908	26951	1284
1909	26969	1270
1910	26986	1256
1911	27003	1242
1912	27018	1228
1913	27034	1214
1914	27050	1200
1915	27066	1186
1916	27083	1172
1917	27099	1158
1918	27115	1144
1919	27131	1130
1920	27151	1116
1921	27165	1102
1922	27180	1088
1923	27195	1074
1924	27211	1060
1925	27225	1046
1926	27239	1031
1927	27252	1017
1928	27267	1003
1929	27280	989
1930	27296	975
1931	27310	961
1932	27324	947
1933	27338	932
1934	27351	918
1935	27365	904
1936	27379	890
1937	27394	876
1938	27409	862
1939	27422	848
1940	27439	834
1941	27457	820
1942	27473	805
1943	27489	791
1944	27504	777
1945	27519	763
1946	27535	749
1947	27549	735
1948	27565	721
1949	27581	707
1950	27596	693
